game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID
2023-03-22,719011,11,11,Mikey Perez,668882,Dalton Kelly,665138,Andrew Bechtold,657510,Andrew Stevenson,664057,stevean01,Mark Contreras,676628,contrma01,Jair Camargo,665856,camarja01,Will Holland,683735,Danny De Andrade,694185,DaShawn Keirsey Jr.,680577,Caleb Hamilton,643348,hamilca01,Niko Goodrum,592348,goodrni01,Chase Meidroth,805367,Marcus Wilson,657129,wilsoma02,Niko Kavadas,694359,Bobby Dalbec,666915,dalbebo01,Narciso Crook,643271,crookna01,Daniel Palka,594953,palkada01,Tyler McDonough,694812,Ryan,657746,ryanjo04,Pagán,641941,paganem01,Sands,663485,sandsco01,Houck,656557,houckta01,Shugart,663767,Martin,455119,martich02,Ort,672391,ortka01,Miller,668943
