game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2021-03-22,642220,6,3,9,Payton Henry,668721,henrypa01,Corey Ray,641999,rayco01,Dustin Peterson,640460,peterdu01,Brice Turang,668930,turanbr02,Blaine Hardy,543278,hardybl01,Jamie Westbrook,642197,Billy McKinney,641856,mckinbi01,Garrett Mitchell,669003,mitchga01,Zach Green,608339,greenza01,Connor Marabell,664088,Jordan Luplow,656669,luplojo01,Owen Miller,680911,milleow01,Ryan Lavarnway,543432,lavarry01,Harold Ramírez,623912,ramirha02,Ben Gamel,592325,gamelbe01,Yu Chang,644374,changyu01,Tyler Freeman,671289,freemty01,Bradley Zimmer,605548,zimmebr01,Woodruff,605540,woodrbr01,Suter,608718,suterbr01,Hader,623352,haderjo01,Hardy,543278,hardybl01,McKenzie,663474,mckentr01,Sandlin,680704,sandlni01,"Shaw, B",543766,shawbr01,Wittgren,621295,wittgni01,"Pérez, O",424144,perezol01,Karinchak,675916,karinja01,Mikolajchak,679777
