game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-10,719190,5,5,10,Mikey Perez,668882,Aaron Sabato,693306,Anthony Prato,668791,Jair Camargo,665856,camarja01,Seth Gray,680799,Willie Joe Garry Jr.,681831,Ben Ross,805346,Danny De Andrade,694185,DaShawn Keirsey Jr.,680577,Mark Kolozsvary,656627,kolozma01,Heston Kjerstad,677008,kjershe01,Maverick Handley,668974,Colton Cowser,681297,cowseco01,Lewin Díaz,650331,diazle01,Josh Lester,623507,lestejo02,Jackson Holliday,702616,hollija01,Daz Cameron,663662,camerda01,Connor Norby,681393,Ryan,657746,ryanjo04,Woods Richardson,680573,woodssi01,Coulombe,543056,couloda01,Stewart,592779,stewabr01,Schulfer,662165,Nordlin,676699,Sadzeck,592712,sadzeco01,Bradish,680694,bradiky01,Givens,571710,givenmy01,Baker,641329,bakerbr01,Povich,700249,Bazardo,660825,bazared01
