game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-16,747940,4,3,7,Alfonsin Rosario,806210,Luis Vazquez,676679,vazqulu01,Josh Rivera,687069,Bryce Windham,690180,Matt Shaw,807713,Jefferson Encarnacion,678893,Brian Kalmer,687260,Jordan Nwogu,685087,David Peralta,444482,peralda01,Willie Calhoun,641432,calhowi01,Livan Soto,670869,sotoli01,Eric Wagaman,676572,Jack López,605346,lopezja03,Jake Marisnick,545350,marisja01,Arol Vera,691186,Mickey Moniak,666160,moniami01,Jo Adell,666176,adelljo01,Chad Wallach,595453,wallach01,"Brown, Be",676962,brownbe02,"Thompson, K",624522,thompke02,Scalzo Jr.,700794,Sanders,676742,Pannone,623381,pannoth01,"Soriano, J",667755,soriajo02,Pomeranz,519141,pomerdr01,Zuñiga,670871,zuniggu01,Joyce,690829,joycebe01,Cisnero,542585,cisnejo01,Strickland,519326,strichu01,Crouse,668968,crousha01
