game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-22,641573,2,4,6,Braden Shewmake,669699,shewmbr01,Sean Kazmar Jr.,453527,kazmase01,Jonathan Morales,664966,Bryce Ball,668787,Phillip Ervin,640447,ervinph01,Touki Toussaint,657053,toussto01,Terone Harris III,674677,Jason Kipnis,543401,kipnija01,Guillermo Heredia,628338,heredgu01,Brent Rooker,667670,rookebr01,Keon Broxton,542979,broxtke01,Andrew Romine,461865,rominan01,Jose Miranda,669304,miranjo01,Aaron Sabato,693306,Tzu-Wei Lin,624407,lintz02,Drew Maggi,543482,maggidr01,Tomás Telis,542513,telisto01,Spencer Steer,668715,steersp01,Wright,657140,wrighky01,"Jones, N",518858,jonesna01,Dayton,594795,daytogr01,Toussaint,657053,toussto01,Berríos,621244,berrijo01,Thielbar,573204,thielca01,Colomé,517008,colomal01,Robles,570663,robleha01,"Rogers, Ta",573124,rogerta01,Stashak,664054,stashco01
