game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2022-04-05,707044,1,3,4,Jose Pastrano,691261,Angel Lopez,676698,Johnathan Rodriguez,671286,rodrijo10,Quentin Holmes,668950,Jordan Brown,687086,Wilfri Peralta,677584,Cesar Idrogo,677581,Landy Pena,683297,Aaron Bracho,677570,Cooper Hummel,669450,hummeco01,Danyer Sanabria,683389,Jake McCarthy,664983,mccarja02,Deyvison De Los Santos,691277,Jean Walters,695078,Alvin Guzman,682630,Sergio Alcántara,642727,alcanse01,Jake Hager,606993,hagerja01,Juan Graterol,492802,grateju01,Civale,650644,civalaa01,"Shaw, B",543766,shawbr01,"Clase, E",661403,claseem01,Sandlin,680704,sandlni01,Zapata,679033,"Smith, C",671922,smithca06,Gallen,668678,galleza01,"Aguilar, M",620396,aguilmi01,"Castellanos, H",528748,castehu01,Booser,592155,booseca01,Ginkel,656464,ginkeke01,Liranzo,622338
