game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID,Home_P_9_Name,Home_P_9_ID
2022-03-24,706896,3,9,12,Bryan De La Cruz,650559,delacbr01,Payton Henry,668721,henrypa01,Joe Dunand,656388,dunanjo01,Brian Miller,675649,millebr03,Ray-Patrick Didder,642720,Willians Astudillo,553902,astudwi01,Lorenzo Quintana,679727,Delino DeShields,592261,deshide02,Demetrius Sims,676443,Francisco Alvarez,682626,alvarfr01,Nick Meyer,680722,Matt Reynolds,608703,reynoma03,Brett Baty,683146,batybr01,Carlos Cortes,666126,Jake Mangum,663968,Cody Bohanek,676378,Daniel Palka,594953,palkada01,Jaylen Palmer,681941,Stewart,663489,Brigham,656257,brighje01,Bass,542914,bassan01,Okert,595345,okertst01,Bender,669622,bendean01,"Lopez, Y",661255,lopezyo01,Zabala,656008,zabalan01,Reid-Foley,656887,reidfse01,Díaz,621242,diazed04,Castro,612434,castrmi01,Orze,679358,Shreve,592741,shrevch01,Holderman,670059,holdeco01,"Walker, J",677020,walkejo03,"Lugo, S",607625,lugose01,"Mitchell, An",641886
