game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2022-03-22,706800,2,9,11,Blake Perkins,663368,perkibl01,Max Burt,661733,Oswaldo Cabrera,665828,cabreos01,Eric Wagaman,676572,Michael Beltre,642461,Aldenis Sanchez,672479,Armando Alvarez,669137,Rodolfo Durán,660710,David Freitas,571679,freitda01,Dasan Brown,672018,Luis De Los Santos,665782,Addison Barger,680718,bargead01,Reese McGuire,624512,mcguire01,Chris Bec,681804,Joshua Palacios,641943,palacjo01,Eric Stamets,608715,stameer01,Spencer Horwitz,687462,horwisp01,Will Robertson,683770,Montgomery,656756,montgjo01,Bristo,668754,bristbr01,Nittoli,657697,nittovi01,Marinaccio,676760,marinro01,Krook,640454,krookma01,"Vásquez, R",681190,vasqura02,Kikuchi,579328,kikucyu01,Stripling,548389,stripro01,"Richards, T",670950,richatr01,Thornton,663423,thorntr01,"Lawrence, C",596271,lawreca01,"Johnston, K",656594
