game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-02,707042,4,8,12,Gavin Sheets,657757,sheetga01,Adam Engel,641553,engelad01,José Rodríguez,679563,rodrijo09,Yoelqui Céspedes,673461,Luis Mieses,672635,Seby Zavala,664874,zavalse01,Danny Mendick,664901,mendida01,Micker Adolfo,650520,Romy Gonzalez,663853,gonzaro01,A.J. Vukovich,691021,Juan Centeno,518542,centeju01,Andy Yerzy,647378,Neyfy Castillo,678689,Blaze Alexander,677942,alexabl01,Jancarlos Cintron,676857,Jorge Barrosa,678489,barrojo01,Eduardo Diaz,666452,Corbin Carroll,682998,carroco02,Lynn,458681,lynnla01,Broadway,699479,Freeman,673965,Bummer,607481,bummeaa01,Crick,605195,crickky01,"Ruiz, J",614179,ruizjo01,"Kelly, M",518876,kellyme01,Mantiply,573009,mantijo01,Melancon,453343,melanma01,Jameson,686753,jamesdr01,Tice,676709,ticety01
