game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2021-02-28,641552,7,2,9,Keston Hiura,669374,hiurake01,Derek Fisher,605233,fishede01,Tim Lopes,621005,lopesti01,Daniel Robertson,621002,roberda10,Brice Turang,668930,turanbr02,Dylan Cozens,622226,cozendy01,Tristen Lutz,669157,Mario Feliciano,666128,felicma01,Daniel Vogelbach,596129,vogelda01,Yoán Moncada,660162,moncayo01,Micker Adolfo,650520,Marco Hernández,593523,hernama02,Blake Rutherford,666164,ruthebl01,Jake Burger,669394,burgeja01,Andrew Vaughn,683734,vaughan01,Mikie Mahtook,543484,mahtomi01,Zach Remillard,621545,remilza01,Seby Zavala,664874,zavalse01,Lauer,641778,lauerer01,Topa,623437,topaju01,"Perdomo, A",622780,perdoan01,"Sánchez, M",667376,sanchmi01,Small,663629,smallet01,Ashby,676879,ashbyaa01,Wright Jr.,605541,wrighmi01,Lindgren,605338,lindgja01,McClure,656701,Sousa,656986,sousabe01,Kubat,665417,Dopico,661832
