game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-24,718973,3,3,Victor Bericoto,682674,David Villar,681584,villada01,Ricardo Genovés,665648,Shane Matheny,676847,Ford Proctor,665154,proctfo01,Michael Gigliotti,669377,Heliot Ramos,671218,ramoshe02,Patrick Bailey,672275,bailepa01,Will Wilson,669717,CJ Alexander,680769,Tyler Tolbert,686475,Dairon Blanco,680118,blancda02,Angelo Castellano,613546,Jeison Guzmán,665834,Nick Loftin,679845,loftini01,Franmil Reyes,614177,reyesfr01,Tyler Gentry,694355,Jakson Reetz,656883,reetzja01,Beck,663941,becktr01,Adón,661536,McClure,656701,Llovera,661440,llovema01,"Keller, B",641745,kellebr01,Staumont,622251,staumjo01,"Taylor, J",657031,taylojo02,Lovelady,663992,lovelri01,Kriske,621139,kriskbr01
