game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2024-05-12,746798,7,7,Will Brennan,686823,brennwi02,Ramón Laureano,657656,laurera01,Brayan Rocchio,677587,rocchbr01,Gabriel Arias,672356,ariasga01,Tyler Freeman,671289,freemty01,David Fry,681807,fryda01,José Ramírez,608070,ramirjo01,Estevan Florial,664314,flories01,Kyle Manzardo,700932,manzaky01,Bryan Ramos,682868,ramosbr01,Korey Lee,686676,leeko01,Braden Shewmake,669699,shewmbr01,Andrew Vaughn,683734,vaughan01,Tommy Pham,502054,phamth01,Gavin Sheets,657757,sheetga01,Zach Remillard,621545,remilza01,Eloy Jiménez,650391,jimenel02,Rafael Ortega,542364,ortegra01,"Allen, L.T.",671106,allenlo02,Sandlin,680704,sandlni01,Gaddis,683769,gaddihu01,Hentges,656529,hentgsa01,Soroka,647336,sorokmi01,"Hill, T",657612,hillti01,"Keller, B",641745,kellebr01
