game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2023-03-19,719041,3,4,7,Chad Pinder,640461,pindech01,Eric Yang,687066,Austin Hendrick,690988,Henry Ramos,592656,ramoshe01,Matt Reynolds,608703,reynoma03,Nick Quintana,666161,Alejo Lopez,664670,lopezal03,Jason Vosler,613564,vosleja01,Stuart Fairchild,656413,faircst01,Eddy Alvarez,657193,alvared01,Victor Caratini,605170,caratvi01,Abraham Toro,647351,toroab01,Jon Singleton,572138,singljo02,Lamar Sparks,676473,Jackson Chourio,694192,chourja01,Skye Bolt,621450,boltsk01,Andruw Monasterio,655316,monasan01,Jeferson Quero,691620,Cessa,570666,cessalu01,"Law, D",571882,lawde01,Strickland,519326,strichu01,Kuhnel,669270,kuhnejo01,Sousa,656986,sousabe01,Busenitz,641427,busenal01,Solomon,676660,solomja01,Burnes,669203,burneco01,Milner,571948,milneho01,Miley,489119,mileywa01
