game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-11,719178,3,5,8,Greg Jones,675659,Tanner Murray,695020,Abiezel Ramirez,672656,Roberto Alvarez,666712,Austin Shenton,668853,shentau01,Luke Raley,670042,raleylu01,Ronny Simon,682927,Blake Hunt,675448,Jordan Qsar,682040,Jerar Encarnación,666464,encarje01,Nasim Nuñez,683083,nunezna01,Bryan De La Cruz,650559,delacbr01,Victor Mesa Jr.,683748,Victor Mesa,673516,Dane Myers,667472,myersda01,Jacob Amaya,676070,amayaja01,Santiago Chávez,622700,C.J. Hinojosa,546994,Fleming,676596,flemijo01,"Chirinos, Y",630023,chiriyo01,Muller,676726,Criswell,681867,criswco01,Kelley,665001,kelletr01,Brewer,605155,breweco01,"Rogers, Tr",669432,rogertr01,"Barnes, M",598264,barnema01,Hoeing,663773,hoeinbr01,Chargois,608638,chargjt01,Floro,571670,florody01,Okert,595345,okertst01
