game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-27,642005,5,5,Chadwick Tromp,644433,trompch01,Marco Luciano,682617,luciama01,LaMonte Wade Jr.,664774,wadela01,Steven Duggar,621453,duggast01,Joe McCarthy,663411,mccarjo04,Will Wilson,669717,Logan Wyatt,668824,Darin Ruf,573131,rufda01,Jason Krizan,607249,krizaja01,Eric Filia,596107,Jordan Cowan,643268,José Godoy,608422,godoyjo01,Julio Rodríguez,677594,rodriju01,Sam Travis,607752,travisa01,José Marmolejos,592530,marmojo01,Jantzen Witte,642220,Jack Reinheimer,595373,reinhja01,Jarred Kelenic,672284,kelenja01,Kazmir,431148,kazmisc01,Santos,666619,santogr01,Gott,641627,gotttr01,Pfeifer,547177,Yamaguchi,685493,yamagsh01,Paxton,572020,paxtoja01,Nittoli,657697,nittovi01,Middleton,641871,middlke01,Steckenrider,608716,steckdr01,Sewald,623149,sewalpa01,Chargois,608638,chargjt01
