game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-26,718947,2,3,5,Jhonny Pereda,640902,peredjh01,Austin Callahan,702472,Nick Senzel,669222,senzeni01,Michel Triana,691403,Noelvi Marte,682622,marteno01,Justice Thompson,681142,Michael Siani,672279,sianimi01,Rece Hinds,677956,Tyler Callihan,682997,Angel Martínez,682657,Maick Collado,691408,Joe Lampe,802407,Isaiah Greene,693309,Meibrys Viloria,650619,vilorme01,Dayan Frias,682679,Christian Cairo,686551,Korey Holland,680690,Joe Naranjo,683172,Lodolo,666157,lodolni01,Eveld,669746,"Díaz, A",664747,diazal03,Richardson,680689,richaly01,Nutof,657246,McKenzie,663474,mckentr01,"De Los Santos, E",660853,delosen01,"Clase, E",661403,claseem01,Stephan,663986,stephtr01,Herrin,682120,herriti01,Aleman,680916,Hanner,690440,Abney,685095
