game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-02-28,748192,2,3,5,Nick Meyer,680722,Kenny Piper,700652,Niko Hulsizer,680881,Dominic Keegan,681371,Ruben Cardenas,665180,Kameron Misner,670224,Carson Williams,700246,C.J. Hinojosa,546994,Gionti Turner,682090,Max McDowell,664120,Brian Serven,661531,servebr01,Luis De Los Santos,665782,Rafael Lantigua,672463,Miguel Hiraldo,677599,Tanner Morris,671088,Phil Clarke,671287,Devonte Brown,675994,Steward Berroa,672642,Pepiot,686752,pepiory01,Devenski,606965,devench02,"Rodríguez, M",655889,rodrima01,White,686831,Mejia,684871,Wiles,686249,"Jimenez, A",682607,Espino,502179,espinpa01,Harrison,687288,"Richards, T",670950,richatr01,Fluharty,689254,Bash,687856,Brock,697813
