game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID
2023-03-19,719047,9,5,14,Eddinson Paulino,682796,Stephen Scott,679663,Ahbram Liendo,699157,Matthew Lugo,683090,Corey Rosier,681468,Tyler Dearden,676280,Blaze Jordan,691458,Nick Decker,678006,Ronaldo Hernández,660613,Dustin Peterson,640460,peterdu01,Cam Cannon,669069,Pedro Martinez,680932,McCarthy Tatum,657029,Carlos De La Cruz,678926,Cody Roberts,663944,Arturo De Freitas,679972,Cade Fergus,681495,Garrett Whitley,663605,Pivetta,601713,pivetni01,Cellucci,676454,Guerrero,692285,Bello,678394,bellobr01,Brasier,518489,brasiry01,"Gomez, R",677013,"Ortiz, L.F.",656814,ortizlu02,Cobb,641464,Bowden,641386,bowdebe01,Jewell,657228,jewelja01,Hernandez,674342,"Martinez, J",679025,Crouse,668968,crousha01,Lehman,656647,Killgore,681154
