game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-17,719085,7,8,15,Grant Richardson,685300,Max Burt,661733,Benjamin Cowles,701496,Mickey Gasper,681508,Elijah Dunham,685313,T.J. Rumfield,681198,Jeisson Rosario,671271,Spencer Jones,682987,Jesús Bastidas,665846,Brendon Davis,663478,davisbr04,Jake Holton,687724,Justyn-Henry Malloy,669234,Jermaine Palacios,650339,palacje01,Jonathan Davis,641505,davisjo05,Parker Meadows,678009,meadopa01,Roberto Campos,691449,Gage Workman,669398,Andrew Knapp,595284,knappan01,Germán,593334,germado01,Krook,640454,krookma01,"García, D",665620,garcide01,Danish,641501,danisty01,Manning,666159,mannima02,Uceta,670955,ucetaed01,Wentz,666214,wentzjo01,Faedo,656412,faedoal01
