game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-17,747929,3,3,6,Nick Yorke,694377,Joe Dunand,656388,dunanjo01,Alex Binelas,681323,Bobby Dalbec,666915,dalbebo01,Matthew Lugo,683090,Mickey Gasper,681508,Nick Sogard,686765,Corey Rosier,681468,Dalton Guthrie,656495,guthrda01,Bryson Horne,695587,Cody Milligan,687862,Adam Zebrowski,700845,Keshawn Ogans,687248,Drake Baldwin,686948,Kade Kern,807746,Cade Bunnell,685298,Leury García,544725,garcile02,Ambioris Tavarez,694222,Bello,678394,bellobr01,Shugart,663767,Luetge,476595,luetglu01,"López, R",625643,lopezre01,Bummer,607481,bummeaa01,"Jiménez, J",641729,jimenjo02,Matzek,554431,matzety01,Minter,621345,minteaj01
