game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-08,748063,3,1,4,Joe Suozzi,679545,Carlos Cortes,666126,Junior Tilien,691708,Brandon McIlwain,666140,Nick Morabito,703492,Jesus Baez,800305,Luke Ritter,682239,Hayden Senger,663584,Luke Voit,572228,voitlu01,Dane Myers,667472,myersda01,Nick Gordon,624503,gordoni01,Jonah Bride,681146,bridejo01,Jon Berti,542932,bertijo01,Vidal Bruján,660644,brujavi01,Curt Casali,592200,casalcu01,Trey Mancini,641820,mancitr01,Javier Sanoja,691594,Marty Costes,664753,"Severino, L",622663,severlu01,Buttó,676130,buttojo01,"Garrett, R",657585,garrere01,"Ramírez, Y",670990,ramiryo01,"Ríos, Y",605441,riosya01,"Pérez, Eu",691587,perezeu02,"Maldonado, A",687424,maldoan01,Nardi,677053,nardian01,Bender,669622,bendean01,"Sánchez, S",664350,sanchsi01,"Muñoz, Rod",682610,munozro01
