game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-03-19,747902,13,8,21,Shayne Fontana,687833,Anthony Servideo,676545,David Bañuelos,675915,banueda01,John Rhodes,687981,Reed Trimble,701655,Isaac De León,682722,Angel Tejada,698941,Maverick Handley,668974,Errol Robinson,642021,Brennan Orf,804710,Rafael Lantigua,672463,Miguel Hiraldo,677599,Spencer Horwitz,687462,horwisp01,Devonte Brown,675994,Payton Henry,668721,henrypa01,Dasan Brown,672018,Santiago Espinal,669289,espinsa01,Gabriel Martinez,683447,"Irvin, C",608344,irvinco01,Strowd,669704,Vespi,663989,vespini01,Pham,702129,McGough,690736,Bassitt,605135,bassich01,"Hernandez, A",681753,Tolhurst,689434,"García, Y",554340,garciyi01,Green,643338,greench03,Eisert,685126,Cooke,701566,Ponce,676362
