game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-17,719073,1,12,13,Tucker Bradley,674646,Jeison Guzmán,665834,Jimmy Govern,687349,Luca Tresh,681123,Tyler Cropley,680418,croplty01,Parker Bates,687614,Morgan McCullough,668833,Jake Means,689374,Jorge Bonifacio,593528,bonifjo01,Matt Thaiss,642136,thaisma01,Kevin Padlo,656821,padloke01,Livan Soto,670869,sotoli01,Taylor Jones,622100,jonesta01,Andrew Velazquez,623205,velazan01,Luis Barrera,642456,barrelu01,Trey Cabbage,663550,cabbatr01,Denzer Guzman,694203,Jo Adell,666176,adelljo01,Heasley,669169,heasljo01,Chamberlain,685125,Lovelady,663992,lovelri01,Kriske,621139,kriskbr01,Parrish,669283,"Suarez, J",660761,suarejo01,Warren,681810,warreau01,Joyce,690829,joycebe01,Bachman,696147,bachmsa01,"Holder, J",656547,holdejo02
