game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-15,747960,6,2,8,Matt Gorski,685301,Mike Jarvis,690448,Hudson Head,687431,Charles McAdoo,807727,Carter Bins,670190,Garret Forrester,807720,Jase Bowen,687749,Jesus Castillo,691913,Gilberto Celestino,665482,celesgi01,Omar Martinez,683079,Everson Pereira,677592,pereiev01,Jose Rojas,670351,rojasjo02,Luis González,670768,gonzalu03,Greg Allen,656185,allengr01,Ben Rice,700250,Kevin Smith,675656,smithke05,Jorbit Vivas,678391,Jahmai Jones,663330,jonesja08,Priester,682990,priesqu01,Nicolas,693312,nicolky01,"Ortiz, L.L.",682847,ortizlu03,Schmidt,657376,schmicl01,Burdi,595897,burdini01,Marinaccio,676760,marinro01,"De Los Santos, Y",660787,delosye01,Misiewicz,664948,misiean01,Liranzo,622338,Morris,663752,morrico01
