game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-16,747945,6,1,7,Joe Suozzi,679545,Rowdey Jordan,679821,Drake Osborn,688311,Carlos Cortes,666126,William Lugo,683493,Wyatt Young,696281,Tomás Nido,621512,nidoto01,Brandon McIlwain,666140,Rhylan Thomas,689041,C.J. Stubbs,667690,Kyle Tucker,663656,tuckeky01,Cam Fisher,801176,Trey Cabbage,663550,cabbatr01,Alejandro Nunez,805168,Jordan Brewer,685084,Chad Stevens,677060,Narbe Cruz,700358,Zach Daniels,671113,Tonkin,543859,tonkimi01,"Ríos, Y",605441,riosya01,Diekman,518617,diekmja01,Sulser,642121,sulseco01,Juarez,684483,"France, J",641585,francjp01,VanWey,701121,Mushinski,656786,mushipa01,Pressly,519151,pressry01,"Abreu, B",650556,abreubr01,Gusto,687473,McDonald,680423,Kuhnel,669270,kuhnejo01
