game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-03,642129,4,4,8,TJ Friedl,670770,friedtj01,Alex Blandino,607468,blandal01,Errol Robinson,642021,Alejo Lopez,664670,lopezal03,Deivy Grullón,620453,grullde01,Narciso Crook,643271,crookna01,Cheslor Cuthbert,596144,cuthbch01,Jose Barrero,676480,garcijo02,Dwight Smith Jr.,596105,smithdw02,Omar Estévez,666784,Elliot Soto,519303,sotoel01,Sheldon Neuse,641914,neusesh01,Tim Federowicz,543148,federti01,Ryan Noda,676116,nodary01,Miguel Vargas,678246,vargami01,Michael Busch,683737,buschmi02,DJ Peters,656847,peterdj01,James Outman,681546,outmaja01,Hoffman,656546,hoffmje02,Antone,622088,antonte01,"Pérez, C",672335,perezci01,Osich,592612,osichjo01,"Warren, A",605521,warrear01,"Urías, J",628711,uriasju01,Knebel,608349,knebeco01,"Santana, D",642701,santade01,"Miller, Bo",676272,millebo06,Alexander,518397,alexasc02,Cleavinger,664076,cleavga01,Knack,689017,knackla01
