game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID
2024-03-23,747841,6,8,14,Yoyner Fajardo,679938,Niko Goodrum,592348,goodrni01,Seth Gray,680799,Brian O'Keefe,657247,okeefbr01,Will Holland,683735,Anthony Prato,668791,Michael Helman,680737,Agustin Ruiz,672361,Chris Williams,675910,Elih Marrero,663503,Niko Kavadas,694359,Jamie Westbrook,642197,Tyler O'Neill,641933,oneilty01,Matthew Lugo,683090,Christian Koss,683766,Enmanuel Valdez,665839,valdeen01,Tyler McDonough,694812,Phillip Sikes,689651,Paddack,663978,paddach01,Jax,643377,jaxgr01,"Jackson, J",543351,jacksja01,Brigham,656257,brighje01,"Harris, H",665048,harriho02,Pivetta,601713,pivetni01,Winckowski,670174,winckjo01,Sena,684128,Cepeda,678743
