game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-04,641997,7,7,Abiatal Avelino,623214,aveliab01,Christopher Morel,666624,morelch01,Brennen Davis,680695,Andy Weber,681581,Ian Miller,641878,milleia01,Miguel Amaya,665804,amayami01,P.J. Higgins,664731,higgipj01,Chase Strumpf,668664,Trent Giambrone,623508,giambtr01,Jacob Amaya,676070,amayaja01,Omar Estévez,666784,Ryan Noda,676116,nodary01,Stevie Berman,670281,Devin Mann,669471,Kody Hoese,682210,Andy Burns,542992,burnsan01,DJ Peters,656847,peterdj01,Rangel Ravelo,592660,ravelra01,Williams,592866,willitr01,Brothers,571521,brothre01,Biagini,607352,biagijo01,"Abbott, C",676265,abbotco01,Vasto,657786,vastoje01,Megill,656730,megiltr01,Nelson,519076,nelsoji02,"Gray, Js",680686,grayjo03,Uceta,670955,ucetaed01,Treinen,595014,treinbl01,"González, V",624647,gonzavi02,Pepiot,686752,pepiory01
