game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-24,718986,6,6,12,Ernny Ordonez,688658,Canaan Smith-Njigba,675986,smithca05,Joshua Palacios,641943,palacjo01,Ji Man Choi,596847,choiji01,Tyler Heineman,623168,heinety01,Ji Hwan Bae,678225,baeji01,Lolo Sanchez,665975,Chris Owings,572008,owingch01,Drew Maggi,543482,maggidr01,Brendon Davis,663478,davisbr04,Jake Holton,687724,Jermaine Palacios,650339,palacje01,César Hernández,514917,hernace02,Michael Papierski,657709,papiemi01,Peyton Graham,689931,Jonathan Davis,641505,davisjo05,Parker Meadows,678009,meadopa01,Roberto Campos,691449,Contreras,672710,contrro01,"Hernandez, J",669796,hernajo03,Bednar,670280,bednada01,"Garcia, O",666803,"Stephenson, R",596112,stephro01,Moreta,664294,moretda01,"Perdomo, A",622780,perdoan01,Minaya,573668,minayju01,"Rodriguez, Ed",593958,rodried05,Shreve,592741,shrevch01,Brieske,689225,briesbe01,White,686839,whitebr01
