game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2024-03-22,747857,12,13,25,Juan Mora,680643,Fabian Pertuz,678285,Christian Olivo,700840,Joe Hudson,621529,hudsojo03,Caleb Knight,676332,Darius Hill,675628,Liam Spence,687608,Brian Kalmer,687260,Jordan Nwogu,685087,Hunter Bishop,666183,Victor Bericoto,682674,Brett Wisely,689172,wiselbr01,Wade Meckler,685133,mecklwa01,Trenton Brooks,670092,Justin Wishkoski,801076,Donovan Walton,622268,waltodo01,Zach Morgan,681439,Will Wilson,669717,Assad,665871,assadja01,Ueckert,681145,Pannone,623381,pannoth01,Scalzo Jr.,700794,Watkins,677352,Webb,657277,webblo01,Kiest,641750,"Rogers, Ty",643511,rogerty01,Enlow,669416,Silva,696150
