game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-18,641959,6,3,9,Luis Liberato,642451,liberlu01,Eric Filia,596107,Brian O'Keefe,657247,okeefbr01,Donovan Walton,622268,waltodo01,Sam Travis,607752,travisa01,Jantzen Witte,642220,Braden Bishop,623323,bishobr01,Jack Reinheimer,595373,reinhja01,Dillon Thomas,605504,thomadi01,Heliot Ramos,671218,ramoshe02,Patrick Bailey,672275,bailepa01,Marco Luciano,682617,luciama01,Joe McCarthy,663411,mccarjo04,Joey Bart,663698,bartjo01,Will Wilson,669717,Logan Wyatt,668824,Mauricio Dubón,643289,dubonma01,Jason Krizan,607249,krizaja01,Dunn,643290,dunnju01,Chargois,608638,chargjt01,Margevicius,676606,margeni01,Fletcher,667465,fletcaa01,"Swanson, E",657024,swanser01,DeSclafani,543101,desclan01,"Peralta, Wa",593974,peralwa01,Wisler,605538,wislema01,Selman,572125,selmasa01,"Álvarez, Dan",656032,Leone,608678,leonedo01,Bracho,611093,brachsi01,"Castro, K",665645,castrke01
