game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-18,747910,11,2,13,Matt Fraizer,670208,Tres Gonzalez,687206,Mike Jarvis,690448,Dustin Peterson,640460,peterdu01,Jake Lamb,571875,lambja01,Henry Davis,680779,davishe01,Shawn Ross,676566,Alika Williams,675961,willial04,Grant Koch,667428,Jordan Luplow,656669,luplojo01,Aramis Garcia,605244,garciar01,Jim Haley,670113,Nick Podkul,674951,Carson Taylor,694930,Matt Kroon,663714,Aidan Miller,805795,Cam Gallagher,595956,gallaca01,Símon Muzziotti,665922,muzzisi01,"Pérez, M",527048,perezma02,Contreras,672710,contrro01,Tomkins,814280,"Peralta, Wi",503449,peralwi01,Linarez,679066,Phillips,663969,Harper,679702,Turnbull,605513,turnbsp01,Alvarado,621237,alvarjo03,Thompson,801505,"Ortiz, L.F.",656814,ortizlu02,"Marte, Y",628708,marteyu01
