gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
717439,2023-07-08,3,2,5,Henry Davis,680779,davishe01,Bryan Reynolds,668804,reynobr01,Jack Suwinski,669261,suwinja01,Carlos Santana,467793,santaca01,Ji Man Choi,596847,choiji01,Nick Gonzales,693304,gonzani01,Jared Triolo,669707,triolja01,Tucupita Marcano,672779,marcatu01,Jason Delay,641511,delayja01,Geraldo Perdomo,672695,perdoge01,Ketel Marte,606466,marteke01,Corbin Carroll,682998,carroco02,Christian Walker,572233,walkech02,Lourdes Gurriel Jr.,666971,gurrilo01,Emmanuel Rivera,656896,riverem01,Dominic Canzone,686527,canzodo01,Gabriel Moreno,672515,morenga01,Alek Thomas,677950,thomaal01,Kyle Nelson,669459,nelsoky01,Mitch Keller,656605,kellemi03,Kevin Ginkel,656464,ginkeke01,Tyler Gilbert,656457,gilbety01,Austin Adams,613534,adamsau02,Miguel Castro,612434,castrmi01,Andrew Chafin,605177,chafian01,Scott McGough,543518,mcgousc01,Colin Holderman,670059,holdeco01,David Bednar,670280,bednada01
