game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-10,748037,3,2,5,Jace Jung,690291,Dillon Dingler,693307,Justyn-Henry Malloy,669234,TJ Hopkins,686759,hopkitj01,Christian Molfetta,681538,Ryan Vilade,668723,viladry01,Bligh Madris,676632,madribl01,Eddys Leonard,678760,Corey Joyce,687144,Yolmer Sánchez,570560,sanchca01,Ryan Clifford,691775,Rowdey Jordan,679821,Trayce Thompson,572204,thomptr01,Jeremiah Jackson,669236,Brett Baty,683146,batybr01,Tomás Nido,621512,nidoto01,Rylan Bannon,676625,bannory01,Luke Voit,572228,voitlu01,Hurter,676428,Flores,695865,"Díaz, M",622766,diazmi02,Madden,680744,Guenther,674944,guentse01,Houser,605288,housead01,Adams,613534,adamsau02,Ottavino,493603,ottavad01,Diekman,518617,diekmja01,"López, Jo",605347,lopezjo02,Fujinami,660261,fujinsh01,Gervase,801434,Sulser,642121,sulseco01
