game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2023-03-28,719412,3,5,8,Vinnie Pasquantino,686469,pasquvi01,Jeison Guzmán,665834,John Rave,670231,Nate Eaton,681987,eatonna01,Parker Bates,687614,Morgan McCullough,668833,José Briceño,593993,bricejo01,Jake Means,689374,Edward Olivares,658668,olivaed02,Bubba Thompson,669352,thompbu01,Clint Frazier,640449,frazicl01,Ezequiel Duran,677649,duranez01,Sam Huff,669087,huffsa01,Brad Miller,543543,millebr02,Jonathan Ornelas,680716,orneljo01,Yoshi Tsutsugo,660294,tsutsyo01,Travis Jankowski,608671,jankotr01,Josh Smith,669701,smithjo11,Singer,663903,singebr01,Sisk,681895,Kriske,621139,kriskbr01,Wallace,686608,"Pérez, M",527048,perezma02,"Gray, Jn",592351,grayjo02
