game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-02-26,748218,6,6,Pablo Aliendo,680846,Jake Slaughter,670237,Chase Strumpf,668664,Jordan Nwogu,685087,Haydn McGeary,702333,Ezequiel Pagan,681868,Bryce Windham,690180,Kevin Alcántara,682634,Matt Shaw,807713,Cayden Wallace,691024,Ryan Fitzgerald,680837,Tyler Gentry,694355,Luca Tresh,681123,Josh Lester,623507,lestejo02,John Rave,670231,Tyler Cropley,680418,croplty01,Nate Eaton,681987,eatonna01,Peyton Wilson,686523,Wesneski,669713,wesneha01,Bigge,685801,"Santana, T",687825,Lovelady,663992,lovelri01,Hodge,687863,hodgepo01,Horn,690544,Brewer,605155,breweco01,Gallardo,682620,Devers,678843,"Lugo, S",607625,lugose01,Duffey,608648,duffety01,Cessa,570666,cessalu01,McArthur,663704,mcartja01,Pennington,679156,Murdock,668716,Klein,694361,kleinwi01
