game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-22,719000,2,2,Bryce Willits,801600,Terrell Tatum,695299,DJ Gladney,687554,Seby Zavala,664874,zavalse01,Jason Matthews,667240,Alsander Womack,703920,Michael Turner,694478,Loidel Chapelli,703070,Duke Ellis,668752,Evan Carter,694497,carteev01,Elier Hernandez,609274,hernael02,Jax Biggers,680890,Dustin Harris,687957,Blaine Crim,688760,Matt Whatley,675662,Davis Wendzel,673995,wendzda01,J.P. Martínez,679881,martijp01,Diosbel Arias,677690,Clevinger,605182,clevimi01,"López, R",625643,lopezre01,"Ruiz, J",614179,ruizjo01,"Lambert, J",669424,lambeji01,Eovaldi,543135,eovalna01,Hearn,621368,hearnta01,"Hernández, J",642546,hernajo02,"Smith, W",519293,smithwi04,Leclerc,600917,leclejo01
