game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-25,641642,3,7,10,Yasmany Tomás,630111,tomasya01,Carlos Tocci,624636,toccica01,Andrew Stevenson,664057,stevean01,Hernán Pérez,541650,perezhe01,Jordy Mercer,474568,mercejo03,Gerardo Parra,467827,parrage01,Yadiel Hernandez,628450,hernaya01,Erick Fedde,607200,feddeer01,Adrián Sanchez,506703,sanchad01,Victor Mesa,673516,Nasim Nuñez,683083,nunezna01,Eddy Alvarez,657193,alvared01,Joe Dunand,656388,dunanjo01,Jon Berti,542932,bertijo01,Magneuris Sierra,642423,sierrma01,JJ Bleday,668709,bledajj01,Isan Díaz,656371,diazis01,Chad Wallach,595453,wallach01,Avilán,501593,avilalu01,"Hudson, Dan",543339,hudsoda01,Hand,543272,handbr01,Suero,593833,suerowa01,"Guerra, Ja",457915,guerrja01,Finnegan,640448,finneky01,Fedde,607200,feddeer01,"Sánchez, S",664350,sanchsi01,Cimber,643256,cimbead01,Neidert,663734,neideni01,Curtiss,595928,curtijo02
