game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-18,719072,6,9,15,Heston Kjerstad,677008,kjershe01,Shayne Fontana,687833,Cadyn Grenier,663760,Colton Cowser,681297,cowseco01,Jordan Westburg,676059,westbjo01,Franchy Cordero,614173,cordefr02,Mark Kolozsvary,656627,kolozma01,Maverick Handley,668974,Gilbert Lara,658677,Niko Goodrum,592348,goodrni01,Jorge Alfaro,595751,alfarjo01,Narciso Crook,643271,crookna01,Daniel Palka,594953,palkada01,Nick Sogard,686765,Christian Koss,683766,Tyler McDonough,694812,Ryan Fitzgerald,680837,Nick Decker,678006,"Rodriguez, G",680570,rodrigr01,Bazardo,660825,bazared01,"Pérez, C",672335,perezci01,Voth,608723,vothau01,"Crawford, K",676710,crawfku01,Mosqueda,665996,Martin,455119,martich02,Bleier,542947,bleieri01,"Rodríguez, J",570257,rodrijo06,"Thompson, J",642141,Schreiber,670167,schrejo01
