game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-12,747997,2,4,6,CJ Alexander,680769,Joe Gray Jr.,669336,Ryan Fitzgerald,680837,Cam Devanney,687478,Maikel Garcia,672580,garcima01,Austin Nola,543592,nolaau01,Devin Mann,669471,John Rave,670231,Nate Eaton,681987,eatonna01,Aaron Schunk,668845,Sam Hilliard,656541,hillisa01,Jimmy Herron,676939,Nic Kent,684715,Sterlin Thompson,694514,Connor Kaiser,663731,kaiseco01,Michael Toglia,669911,toglimi01,Willie MacIver,680862,Bradley Zimmer,605548,zimmebr01,Ragans,666142,raganco01,"Stratton, C",608717,stratch01,"Taylor, J",657031,taylojo02,Schreiber,670167,schrejo01,Brentz,641394,brentja01,Quantrill,615698,quantca01,Justice,687145,justiev01,Curtiss,595928,curtijo02,Kinley,641755,kinlety01,"Lawrence, J",664875,lawreju01,Hartlieb,664129,hartlge01
