game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-11,719163,5,6,11,Gavin Sheets,657757,sheetga01,Moisés Castillo,665940,Seby Zavala,664874,zavalse01,Oscar Colás,693049,colasos01,Lenyn Sosa,672820,sosale01,Victor Reyes,622682,reyesvi01,Adam Haseley,656514,haselad01,Jake Burger,669394,burgeja01,Duke Ellis,668752,Nerwilian Cedeño,683481,Jackson Merrill,701538,merrija01,Jakob Marsee,805300,Nathan Martorella,687210,Marcos Castañon,676203,Samuel Zavala,694214,Rosman Verdugo,698916,Ethan Salas,806956,Korry Howell,676759,Clevinger,605182,clevimi01,Olson,667722,"Kelly, J",523260,kellyjo05,Diekman,518617,diekmja01,Parke,641949,German,681464,germafr02,Ramsey,682010,ramsela02,Snell,605483,snellbl01,"Hill, T",657612,hillti01,Weathers,677960,weathry01,Lopez,673111,lopezjo04,Carlton,656290,carltdr01
