game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-10,748030,6,6,12,Devonte Brown,675994,Max McDowell,664120,Dasan Brown,672018,Orelvis Martinez,682619,Glenn Santiago,687426,Tanner Morris,671088,Josh Kasevich,688460,Garrett Spain,696521,Gabriel Martinez,683447,Diego A. Castillo,660636,castidi02,Enrique Bradfield Jr.,690961,Kyle Stowers,669065,stoweky01,Nick Maton,665155,matonni01,Tyler Nevin,663527,nevinty01,Collin Burns,700936,TT Bowens,688449,Silas Ardoin,686976,Daniel Johnson,669288,johnsda07,Harrison,687288,Espino,502179,espinpa01,Zulueta,691172,Danner,668470,danneha01,Burnes,669203,burneco01,McSweeney,669682,Gillies,687482,Tate,622253,tatedi01,Heasley,669169,heasljo01,"Suárez, An",605498,suarean01,"González, L",593574
