game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,over_under_runline
661322,2022-09-11,3,9,12,146,Miami Marlins,121,New York Mets,27022,27014,Brandon Nimmo,607043,nimmobr01,Mark Canha,592192,canhama01,Francisco Lindor,596019,lindofr01,Pete Alonso,624413,alonspe01,Darin Ruf,573131,rufda01,Eduardo Escobar,500871,escobed01,Jeff McNeil,643446,mcneije01,Mark Vientos,668901,vientma01,Jon Berti,542932,bertijo01,Brian Anderson,605119,anderbr06,Joey Wendle,621563,wendljo01,Garrett Cooper,643265,coopega03,Nick Fortes,663743,forteni01,JJ Bleday,668709,bledajj01,Jerar Encarnación,666464,encarje01,Miguel Rojas,500743,rojasmi02,Jesús Luzardo,666200,luzarje01,Taijuan Walker,592836,walketa01,Huascar Brazoban,623211,brazohu01,Cole Sulser,642121,sulseco01,Richard Bleier,542947,bleieri01,Tanner Scott,656945,scottta01,Tommy Nance,667297,nanceto01,Seth Lugo,607625,lugose01,Adam Ottavino,493603,ottavad01,7.5
