game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-25,748244,5,4,9,Stephen Scott,679663,Alex Binelas,681323,Matthew Lugo,683090,Christian Koss,683766,Tyler McDonough,694812,Karson Simas,689302,Max Ferguson,681132,Nick Decker,678006,Tyler Miller,682011,Luis Liberato,642451,liberlu01,Drake Baldwin,686948,Phillip Evans,595943,evansph01,Forrest Wall,657088,wallfo01,Leury García,544725,garcile02,J.P. Martínez,679881,martijp01,Andrew Velazquez,623205,velazan01,Alejo Lopez,664670,lopezal03,Nacho Alvarez Jr.,805373,Bello,678394,bellobr01,"Kelly, Z",677161,kellyza01,Jacques,682175,jacqujo01,Booser,592155,booseca01,Guerrero,692285,Spacke,686679,Cellucci,676454,Jackson,682791,Elder,693821,elderbr01,Kingham,663884,"Riley, T",681803,Vines,670241,vinesda01,Logue,656657,logueza01,Harris,802686,McSteen,701151,Holmes,656550
