game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-25,706839,10,2,12,George Valera,671655,Oscar Gonzalez,660757,gonzaos01,Will Benson,666181,bensowi01,Richie Palacios,680700,palacri01,Will Bartlett,686673,Bo Naylor,666310,naylobo01,Raynel Delgado,669384,José Tena,677588,tenajo01,Aaron Bracho,677570,Jhonny Pereda,640902,peredjh01,David Villar,681584,villada01,Ricardo Genovés,665648,Brett Auerbach,682266,Bryce Johnson,669369,johnsbr03,Will Toffey,657780,Luis González,670768,gonzalu03,Heliot Ramos,671218,ramoshe02,Marco Luciano,682617,luciama01,Civale,650644,civalaa01,Stephan,663986,stephtr01,"De Los Santos, E",660853,delosen01,Pilkington,663455,pilkiko01,Kelly,687330,kellyke02,Gibaut,664139,gibauia01,Jewell,657228,jewelja01,DeSclafani,543101,desclan01,"García, J",606424,garcija04,Rubio,676298,Beede,595881,beedety01,Ruotolo,669018,Long,669674,longsa01,Carasiti,571539,carasma01
