game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-19,642099,8,1,9,Austin Martin,668885,martiau01,Reese McGuire,624512,mcguire01,Orelvis Martinez,682619,Logan Warmoth,657089,Forrest Wall,657088,wallfo01,Kevin Smith,675656,smithke05,Richard Urena,620446,urenari01,Santiago Espinal,669289,espinsa01,Otto Lopez,672640,lopezot01,Riley Greene,682985,greenri03,Zack Short,670097,shortza01,Renato Núñez,600524,nunezre01,Akil Baddoo,668731,baddoak01,Isaac Paredes,670623,paredis01,Greg Garcia,594824,garcigr01,Jacob Robson,615699,robsoja01,Jake Rogers,668670,rogerja03,Daz Cameron,663662,camerda01,Ray,592662,rayro02,Mayza,641835,mayzati01,Thornton,663423,thorntr01,Phelps,475479,phelpda01,Mize,663554,mizeca01,"Del Pozo, M",600887,delpomi01,Norris,596057,norrida01,"Soto, G",642397,sotogr01,Cisnero,542585,cisnejo01,Krol,571871,krolia01
