game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-11,719169,6,3,9,Hao-Yu  Lee,701678,Cam Cannon,669069,Nick Podkul,674951,Jhailyn Ortiz,665560,Pedro Martinez,680932,Jack Conley,663660,Johan Rojas,679032,rojasjo03,Oliver Dunn,686554,dunnol01,Símon Muzziotti,665922,muzzisi01,Kyle Battle,690350,Benjamin Cowles,701496,Eric Wagaman,676572,Nick Ciuffo,624419,ciuffni01,Alan Mejia,683013,Jeisson Rosario,671271,Ben Rice,700250,Trey Sweeney,700242,Beau Brewer,806314,Plassmeyer,674681,plassmi01,Seelinger,676910,"Vasquez, A",607755,vasquan02,Strahm,621381,strahma01,Brogdon,641401,brogdco01,Bowden,641386,bowdebe01,"Walker, J",668683,walkeje02,McArthur,663704,mcartja01,Schultz,669697,Germán,593334,germado01,"Gomez, M",676546,"Peralta, Wa",593974,peralwa01,Holmes,605280,holmecl01,King,650633,kingmi01,Krook,640454,krookma01,Keating,702046
