game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-05,707010,6,10,16,Brent Rooker,667670,rookebr01,Carlos Aguiar,678690,Kyle Schmidt,686619,Daniel Ozoria,672460,Jake Rucker,696160,Kyle Garlick,664247,garliky01,Emmanuel Rodriguez,691181,Dillon Tatum,702208,Noah Miller,695653,Diego Viloria,691387,Bryan Gonzalez,682793,Ahbram Liendo,699157,Juan Chacon,691370,Luis Ravelo,699144,Darel Belen,684525,Miguel Bleis,694194,Jonathan Araúz,660620,arauzjo01,Johnfrank Salazar,692564,Winder,680739,windejo01,Coulombe,543056,couloda01,"Duran, J",661395,duranjh01,Jax,643377,jaxgr01,Velez,703106,"Romero, J",664584,romerjh01,Ohl,701487,Wacha,608379,wachami01,Brasier,518489,brasiry01,Robles,570663,robleha01,"Crawford, K",676710,crawfku01,"Davis, A",656354,davisau01,Danish,641501,danisty01
