game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-09-18,662461,3,1,4,Garrett Cooper,643265,coopega03,Bryan De La Cruz,650559,delacbr01,Luke Williams,663897,willilu01,Jacob Stallings,607732,stallja01,Brian Anderson,605119,anderbr06,Jon Berti,542932,bertijo01,Joey Wendle,621563,wendljo01,JJ Bleday,668709,bledajj01,Lewin Díaz,650331,diazle01,Victor Robles,645302,roblevi01,CJ Abrams,682928,abramcj01,Joey Meneses,608841,menesjo01,Ildemaro Vargas,545121,vargail01,Israel Pineda,672832,pinedis01,Alex Call,669743,callal02,Luke Voit,572228,voitlu01,César Hernández,514917,hernace02,Luis García Jr.,671277,garcilu04,"Alcantara, S",645261,alcansa01,"Sánchez, An",434671,sanchan01,"Thompson, M",666168,thompma02,"Machado, A",600921,machaan02,Weems,607179,weemsjo01
