game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-03-11,748007,13,3,16,Graham Pauley,688363,paulegr01,Óscar Mercado,640458,mercaos01,Tyler Robertson,805234,Wyatt Hoffman,703715,Tyler Wade,642180,wadety01,Eguy Rosario,666703,rosareg01,Brad Miller,543543,millebr02,José Azocar,640492,azocajo01,Brett Sullivan,664954,sullibr01,Cade Marlowe,687799,marloca01,Jonatan Clase,682729,clasejo01,Colt Emerson,806068,Michael Papierski,657709,papiemi01,Brock Rodden,801126,Michael Arroyo,703197,Samad Taylor,669392,taylosa04,Luis Suisbel,692044,Cole Tucker,657061,tuckeco01,Darvish,506433,darviyu01,"De Los Santos, E",660853,delosen01,Estrada,669093,estraje01,"Peralta, Wa",593974,peralwa01,"Suarez, R",663158,suarero01,"Gilbert, L",669302,gilbelo01,Voth,608723,vothau01,Llovera,661440,llovema01,Snider,676092,snideco01,Stoudt,686651,stoudle01,"Perez, Ma",681041,Alford,688230
