game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-11,719160,13,8,21,Michael Reed,642002,Devin Mann,669471,Luke Williams,663897,willilu01,Ryan Ward,669899,Diego Cartaya,682616,Eddys Leonard,678760,Steven Duggar,621453,duggast01,Jahmai Jones,663330,jonesja08,Bradley Zimmer,605548,zimmebr01,Jimmy Glowenke,694368,Wade Meckler,685133,mecklwa01,Shane Matheny,676847,Ford Proctor,665154,proctfo01,Riley Mahan,657669,Austin Wynns,642851,wynnsau01,Blake Sabol,666165,sabolbl01,Will Wilson,669717,Ismael Munguia,665998,Covey,592229,coveydy01,"Miller, S",571946,millesh01,"Scott, Tay",605463,scottta02,Graterol,660813,gratebr01,Almonte,622075,almonye01,Cyr,664202,cyrty01,Fisher,680755,Bettencourt,670422,Cobb,502171,cobbal01,Long,669674,longsa01,Gates,688753,Llovera,661440,llovema01,Cruz,678804,Frisbee,663735,Adón,661536,Helvey,663627
