game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2024-03-04,748116,7,3,10,Matt Gorski,685301,Sergio Alcántara,642727,alcanse01,Jack Brannigan,687394,Joe Perez,669309,perezjo02,Termarr Johnson,702261,Gilberto Celestino,665482,celesgi01,Grant Koch,667428,Tsung-Che Cheng,691907,Ji Hwan Bae,678225,baeji01,Tristan Peters,671976,Tanner Murray,695020,Francisco Mejía,642336,mejiafr01,Ruben Cardenas,665180,Kameron Misner,670224,Ronny Simon,682927,Carson Williams,700246,Curtis Mead,678554,meadcu01,Logan Driscoll,686482,"Ortiz, L.L.",682847,ortizlu03,Skenes,694973,skenepa01,Nicolas,693312,nicolky01,Chandler,696149,"Stratton, H",676702,strathu01,Sadzeck,592712,sadzeco01,Civale,650644,civalaa01,Uceta,670955,ucetaed01,"Alexander, T",641302,alexaty01,Armstrong,542888,armstsh01,Wiles,686249,Mejia,684871
