game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-03,719286,2,3,5,Coco Montes,663796,monteco01,Grant Lavigne,680693,Brenton Doyle,686668,doylebr02,Zac Veen,691728,Alan Trejo,676701,trejoal01,Matt Koch,571863,kochma01,Sean Bouchard,656248,bouchse01,Nolan Jones,666134,jonesno01,Cole Tucker,657061,tuckeco01,Shane Matheny,676847,Logan Wyatt,668824,Adrián Sugastey,692368,Damon Dues,680815,Tyler Fitzgerald,666149,fitzgty01,Patrick Bailey,672275,bailepa01,Ismael Munguia,665998,Jairo Pomares,682646,Grant McCray,687529,"Lambert, P",663567,lambepe01,Blach,621389,blachty01,Mears,683232,mearsni01,Williams,695406,Abad,472551,abadfe01,Koch,571863,kochma01,DeSclafani,543101,desclan01,"Rogers, Ty",643511,rogerty01,"Rogers, Ta",573124,rogerta01,Hjelle,663546,hjellse01,Hildenberger,657610,hildetr01,Adón,661536
