game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2024-03-19,747898,3,3,6,JT Mabry,815842,Brett Roberts,689355,Torin Montgomery,687942,Osiris Johnson,677341,Tristan Gray,656484,graytr01,Jorge Caballero,672850,Nick Fortes,663743,forteni01,Johnny Olmstead,675394,Renny Hidalgo,691586,Corey Julks,667452,julksco01,Kyle Tucker,663656,tuckeky01,Joey Loperfido,694388,loperjo01,Jon Singleton,572138,singljo02,Jesús Bastidas,665846,José Abreu,547989,abreujo02,Alejandro Nunez,805168,César Salazar,663967,salazce01,Narbe Cruz,700358,Puk,640462,pukaj01,Macuare,672836,"Soriano, G",666277,soriage01,"Scott, Tan",656945,scottta01,Bender,669622,bendean01,Bielak,656232,bielabr01,"Scott, Tay",605463,scottta02,"Contreras, L",664351,Santos,691012,King,687911
