game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID
2024-03-21,747870,2,5,7,Grant Richardson,685300,Oscar Gonzalez,660757,gonzaos01,Max Burt,661733,Luis Torrens,620443,torrelu01,Caleb Durbin,702332,Jeter Downs,669023,downsje01,Brandon Lockridge,663604,Aaron Palensky,695312,Spencer Henson,687136,Bryson Horne,695587,Cal Conley,695462,Cody Milligan,687862,Adam Zebrowski,700845,Luke Waddell,680672,Keshawn Ogans,687248,Kade Kern,807746,Ethan Workinger,689688,Skye Bolt,621450,boltsk01,Cortes,641482,cortene01,"Santana, D",642701,santade01,Loáisiga,642528,loaisjo01,"De Los Santos, Y",660787,delosye01,Misiewicz,664948,misiean01,"Morton, C",450203,mortoch02,"Lee, D",669276,leedy01,McSteen,701151,Juan,678478
