game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-26,718942,5,5,Cayden Wallace,691024,CJ Alexander,680769,Tyler Tolbert,686475,Luca Tresh,681123,Peyton Wilson,686523,Javier Vaz,805834,Carter Jensen,695600,Daniel Vazquez,694187,Juan Carlos Negret,676002,Parker Chavers,685091,Fabian Pertuz,678285,Luis Torrens,620443,torrelu01,Zach McKinstry,656716,mckinza01,Trey Mancini,641820,mancitr01,Cristian More,685580,Zach Davis,667493,Nick Madrigal,663611,madrini01,Felix Stevens,685474,Yarbrough,642232,yarbrry01,"Hernández, C",672578,hernaca04,Mayers,594577,mayermi01,Steele,657006,steelju01,"Thompson, K",624522,thompke02,Leiter Jr.,643410,leitema02,Duffey,608648,duffety01
