game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2023-03-10,719187,2,7,9,Shay Whitcomb,694376,Korey Lee,686676,leeko01,Joe Perez,669309,perezjo02,Ross Adolph,680244,Rylan Bannon,676625,bannory01,Corey Julks,667452,julksco01,Justin Dirden,688869,Marty Costes,664753,J.J. Matijevic,656695,matijjj01,Brad Malm,694246,Simon Juan,703159,William Lugo,683493,Wyatt Young,696281,Diego Mosquera,699305,Brandon McIlwain,666140,Nick Meyer,680722,Michael Pérez,605421,perezmi03,Willy Fanas,694217,Dubin,681869,dubinsh01,Ruppenthal,656919,Buttrey,621142,buttrty01,"Davis, A",656354,davisau01,Gage,657424,gagema01,"Garcia, B",650530,garcibr01,Verlander,434378,verlaju01,Yacabonis,642231,yacabji01,Coonrod,656322,coonrsa01,Hunter,488984,hunteto02,Brigham,656257,brighje01,"Walker, J",677020,walkejo03,Courtney,688896
