game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-03-01,719327,4,4,8,Edwin Díaz,641521,Stephen Scott,679663,Ryan Fitzgerald,680837,Ceddanne Rafaela,678882,rafaece01,Nick Decker,678006,Matthew Lugo,683090,Narciso Crook,643271,crookna01,Daniel Palka,594953,palkada01,Nick Sogard,686765,Bligh Madris,676632,madribl01,Tyler Whitaker,696264,Dixon Machado,553988,machadi01,Jacob Melton,689200,C.J. Stubbs,667690,Mauricio Dubón,643289,dubonma01,Miguel Palma,682692,Marty Costes,664753,Cristian Gonzalez,682685,Bleier,542947,bleieri01,"Mills, W",670090,millswy01,Ort,672391,ortka01,Jacques,682175,jacqujo01,"Gomez, R",677013,Guerrero,692285,"Brown, H",686613,brownhu01,Pressly,519151,pressry01,Blanco,669854,blancro01,Hansen,667712,Record,682489,Ruppenthal,656919,Gomez,685461
