game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-09,642210,8,9,17,Luis Barrera,642456,barrelu01,Edwin Díaz,641521,Cody Thomas,642137,thomaco01,Vimael Machín,605353,machivi01,Tyler Soderstrom,691016,soderty01,Pete Kozma,518902,kozmape01,Michael Reed,642002,Nick Allen,669397,allenni02,Logan Davidson,669722,Abiatal Avelino,623214,aveliab01,Christopher Morel,666624,morelch01,Patrick Wisdom,621550,wisdopa01,Brennen Davis,680695,Ian Miller,641878,milleia01,Nick Martini,605361,martini02,Jose Lobaton,446653,lobatjo01,Chase Strumpf,668664,Rafael Ortega,542364,ortegra01,"Irvin, C",608344,irvinco01,Romo,489265,romose01,"Smith, B",572143,smithbu03,Kolarek,592473,kolarad01,Turley,543867,turleni01,Williams,592866,willitr01,Kimbrel,518886,kimbrcr01,"Holder, J",656547,holdejo02,Rucker,621074,ruckemi01,Maples,596027,mapledi01,Jewell,657228,jewelja01
