game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-27,642043,3,8,11,Korey Lee,686676,leeko01,Robel García,596825,garciro02,Freudis Nova,671265,Alex De Goti,621008,degotal01,Jose Siri,642350,sirijo01,Lorenzo Quintana,679727,C.J. Hinojosa,546994,Yordan Alvarez,670541,alvaryo01,Zach Daniels,671113,Michael Conforto,624424,confomi01,Luis Guillorme,641645,guilllu01,José Peraza,606299,perazjo01,Jeff McNeil,643446,mcneije01,Albert Almora Jr.,546991,almoral01,Pete Alonso,624413,alonspe01,Kevin Pillar,607680,pillake01,Jerry Blevins,460283,blevije01,Caleb Joseph,543376,josepca01,"Abreu, B",650556,abreubr01,Solomon,656981,solompe01,Dubin,681869,dubinsh01,"Velázquez, H",584171,velazhe01,Blanco,669854,blancro01,"Barnes, J",606930,barneja01,Lucchesi,664192,lucchjo01,Loup,571901,loupaa01,May,543507,maytr01,De La Cruz,642601,Blevins,460283,blevije01
