game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-06,748086,3,3,6,Daniel Schneemann,682177,Deyvison De Los Santos,691277,Dayan Frias,682679,Lorenzo Cedrola,661411,Alexfri Planez,678413,Dom Nuñez,624513,nunezdo01,Raynel Delgado,669384,José Tena,677588,tenajo01,Joe Naranjo,683172,Yonny Hernández,660634,hernayo02,Brewer Hicklen,676551,hicklbr01,Eric Brown Jr.,687521,Oliver Dunn,686554,dunnol01,Lamar Sparks,676473,Ernesto Martinez Jr.,667803,Matthew Wood,687783,Dylan O'Rae,802506,Luis Lara,800325,McKenzie,663474,mckentr01,"Barlow, S",605130,barlosc01,Zuber,676604,zuberty01,Carrasco,471911,carraca01,Benton,668998,"Smith, C",671922,smithca06,Morgan,669212,morgael01,Herrin,682120,herriti01,Sabrowski,681870,Rea,607067,reaco01,Payamps,606303,payamjo01,"Clarke, T",664199,clarkta01,Zastryzny,642239,zastrro01,"Paredes, E",660600,pareden01
