gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID
717435,2023-07-09,4,3,7,Tony Kemp,643393,kempto01,Ryan Noda,676116,nodary01,Seth Brown,664913,brownse01,Brent Rooker,667670,rookebr01,JJ Bleday,668709,bledajj01,Cody Thomas,642137,thomaco01,Manny Piña,444489,pinama01,Jace Peterson,607054,peterja01,Tyler Wade,642180,wadety01,Rob Refsnyder,608701,refsnro01,Justin Turner,457759,turneju01,Rafael Devers,646240,deverra01,Adam Duvall,594807,duvalad01,Masataka Yoshida,807799,yoshima02,Jorge Alfaro,595751,alfarjo01,Enrique Hernández,571771,hernaen02,Christian Arroyo,624414,arroych01,Yu Chang,644374,changyu01,Tayler Scott,605463,scottta02,JP Sears,676664,searsjp01,Chris Murphy,669684,murphch01,Josh Winckowski,670174,winckjo01,Joely Rodríguez,570257,rodrijo06,Chris Martin,455119,martich02,Kenley Jansen,445276,janseke01,Paul Blackburn,621112,blackpa01,Ken Waldichuk,686610,waldike01,Shintaro Fujinami,660261,fujinsh01
