game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2021-03-17,641982,10,9,19,Dalton Kelly,665138,Nathan Lukes,664770,lukesna01,Wander Franco,677551,francwa01,Esteban Quiroz,606019,quiroes01,Garrett Whitley,663605,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Brett Sullivan,664954,sullibr01,Joseph Odom,641929,odomjo01,Will Craig,643269,craigwi01,Liover Peguero,678894,pegueli01,Nick Gonzales,693304,gonzani01,Kevin Kramer,596012,krameke01,Travis Swaggerty,680552,swaggtr01,Troy Stokes Jr.,657011,stoketr01,Jared Oliva,666931,olivaja01,Hunter Owen,670462,owenhu01,Ji Hwan Bae,678225,baeji01,Glasnow,607192,glasnty01,"Anderson, N",623433,anderni01,Ellis,595939,ellisch01,Allie,592105,Mazza,607391,mazzach01,"Keller, M",656605,kellemi03,Shreve,592741,shrevch01,Holmes,605280,holmecl01,De Jong,608328,dejonch01,Feliz,593140,felizmi01,"Rodríguez, Ri",593144,rodriri05,Ogle,669180,"De Los Santos, Y",660787,delosye01
