game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2021-03-21,642014,10,4,14,Jaylin Davis,664041,davisja03,Chadwick Tromp,644433,trompch01,Heliot Ramos,671218,ramoshe02,Marco Luciano,682617,luciama01,Joe McCarthy,663411,mccarjo04,Will Wilson,669717,Logan Wyatt,668824,Arismendy Alcántara,570489,alcanar01,Jason Krizan,607249,krizaja01,Matt Davidson,571602,davidma02,Jacob Amaya,676070,amayaja01,Omar Estévez,666784,Tim Federowicz,543148,federti01,Victor González,624647,gonzavi02,Zach McKinstry,656716,mckinza01,Andy Burns,542992,burnsan01,DJ Peters,656847,peterdj01,Rangel Ravelo,592660,ravelra01,Kazmir,431148,kazmisc01,Bracho,611093,brachsi01,Littell,641793,litteza01,Sherfy,642073,sherfji01,Tropeano,607374,tropeni01,Gott,641627,gotttr01,Gonsolin,664062,gonsoto01,Cleavinger,664076,cleavga01,"Santana, D",642701,santade01,Pazos,572021,pazosja01,"Martinez, J",672866,Knebel,608349,knebeco01,"González, V",624647,gonzavi02
